rank,state
18,Maryland
"5,988,927",Wisconsin
17,Colorado
"5,595,211",Minnesota
39,South Carolina
2.8%,Alabama
WNC,Louisiana
22,Kentucky
"5,706,494",Oregon
21,Oklahoma
"5,303,925",Connecticut
21,Utah
"4,919,479",Puerto Rico
19,Iowa
7.6%,Nevada
WNC,Arkansas
31,Mississippi
"3,190,369",Kansas
30,New Mexico
"3,046,355",Nebraska
30,Idaho
"2,926,324",West Virginia
28,Hawaii
4.7%,New Hampshire
WNC,Maine
35,Montana
"2,937,880",Rhode Island
33,Delaware
"2,853,118",South Dakota
32,North Dakota
"2,688,418",Alaska
37,Vermont
3.0%,Wyoming
WNC,Guam
37,U.S. Virgin Islands
"1,961,504",American Samoa
38,California
"1,826,341",Texas
38,Florida
"1,711,263",New York
20,Pennsylvania
7.4%,Illinois
WNC,Ohio
46,Georgia
"886,667",North Carolina
46,Michigan
"814,180",New Jersey
46,Virginia
"754,844",Washington
16,Arizona
8.9%,Tennessee
WNC,Massachusetts
47,Indiana
"779,094",Missouri
48,Maryland
"672,591",Wisconsin
47,Colorado
"642,200",Minnesota
4,South Carolina
15.8%,Alabama
WNC,Louisiana
7,Kentucky
"21,616,921",Oregon
7,Oklahoma
"20,505,437",Connecticut
6,Utah
"19,237,739",Puerto Rico
5,Iowa
5.4%,Nevada
MWest,Arkansas
3,Mississippi
"68,985,454",Kansas
3,New Mexico
"66,927,001",Nebraska
2,Idaho
"64,392,776",West Virginia
4,Hawaii
3.1%,New Hampshire
USA,Maine
14,Montana
"7,151,502",Rhode Island
16,Delaware
"6,392,017",South Dakota
20,North Dakota
"5,130,632",Alaska
9,Vermont
11.9%,Wyoming
Mtn,Guam
21,U.S. Virgin Islands
"5,773,714",American Samoa
22,California
"5,029,196",Texas
24,Florida
"4,301,261",New York
6,Pennsylvania
14.8%,Illinois
Mtn,Ohio
30,Georgia
"3,271,616",North Carolina
34,Michigan
"2,763,885",New Jersey
34,Virginia
"2,233,169",Washington
1,Arizona
18.4%,Tennessee
Mtn,Massachusetts
32,Indiana
"3,104,614",Missouri
35,Maryland
"2,700,551",Wisconsin
35,Colorado
"1,998,257",Minnesota
5,South Carolina
15.0%,Alabama
Mtn,Louisiana
36,Kentucky
"2,117,522",Oregon
36,Oklahoma
"2,059,179",Connecticut
36,Utah
"1,819,046",Puerto Rico
38,Iowa
2.8%,Nevada
Mtn,Arkansas
38,Mississippi
"1,839,106",Kansas
39,New Mexico
"1,567,582",Nebraska
39,Idaho
"1,293,953",West Virginia
2,Hawaii
17.3%,New Hampshire
Mtn,Maine
44,Montana
"1,084,225",Rhode Island
44,Delaware
"989,415",South Dakota
44,North Dakota
"902,195",Alaska
14,Vermont
9.6%,Wyoming
Mtn,Guam
50,U.S. Virgin Islands
"576,851",American Samoa
50,California
"563,626",Texas
50,Florida
"493,782",New York
44,Pennsylvania
2.3%,Illinois
Mtn,Ohio
6,Georgia
"24,919,150",North Carolina
6,Michigan
"22,065,451",New Jersey
7,Virginia
"18,172,295",Washington
1,Arizona
12.9%,Tennessee
West,Massachusetts
1,Indiana
"39,538,223",Missouri
1,Maryland
"37,253,956",Wisconsin
1,Colorado
"33,871,648",Minnesota
24,South Carolina
6.1%,Alabama
Pac,Louisiana
13,Kentucky
"7,705,281",Oregon
13,Oklahoma
"6,724,540",Connecticut
15,Utah
"5,894,121",Puerto Rico
7,Iowa
14.6%,Nevada
Pac,Arkansas
27,Mississippi
"4,237,256",Kansas
27,New Mexico
"3,831,074",Nebraska
28,Idaho
"3,421,399",West Virginia
11,Hawaii
10.6%,New Hampshire
Pac,Maine
40,Montana
"1,455,271",Rhode Island
40,Delaware
"1,360,301",South Dakota
42,North Dakota
"1,211,537",Alaska
23,Vermont
7.0%,Wyoming
Pac,Guam
48,U.S. Virgin Islands
"733,391",American Samoa
47,California
"710,231",Texas
48,Florida
"626,932",New York
36,Pennsylvania
3.3%,Illinois
Pac,Ohio
2,Georgia
"53,669,422",North Carolina
2,Michigan
"49,880,102",New Jersey
3,Virginia
"45,025,637",Washington
4,Arizona
7.6%,Tennessee
West,Massachusetts
2,Indiana
"78,588,572",Missouri
2,Maryland
"71,945,553",Wisconsin
3,Colorado
"63,197,932",Minnesota
2,South Carolina
9.2%,Alabama
USA,Louisiana
–,Kentucky
"331,449,281",Oregon
–,Oklahoma
"308,745,538",Connecticut
–,Utah
"281,421,906",Puerto Rico
–,Iowa
7.4%,Nevada
NAmer,Arkansas
1,Mississippi
"3,285,874",Kansas
1,New Mexico
"3,725,789",Nebraska
1,Idaho
"3,808,610",West Virginia
3,Hawaii
−11.8%,New Hampshire
I.A.,Maine
2,Montana
"153,836",Rhode Island
2,Delaware
"159,358",South Dakota
2,North Dakota
"154,805",Alaska
1,Vermont
−3.5%,Wyoming
I.A.,Guam
3,U.S. Virgin Islands
"87,146",American Samoa
3,California
"106,405",Texas
3,Florida
"108,612",New York
2,Pennsylvania
−18.1%,Illinois
I.A.,Ohio
4,Georgia
"49,710",North Carolina
4,Michigan
"55,519",New Jersey
5,Virginia
"57,291",Washington
4,Arizona
−7.7%,Tennessee
I.A.,Massachusetts
5,Indiana
"47,329",Missouri
5,Maryland
"53,883",Wisconsin
4,Colorado
"69,221",Minnesota
5,South Carolina
−14.8%,Alabama
I.A.,Louisiana
 ,Kentucky
6,Oregon
6,Oklahoma
6,Connecticut
316,Utah
6,Puerto Rico
—,Iowa
I.A.,Nevada
–,Arkansas
"3,623,895",Mississippi
–,Kansas
"4,100,954",New Mexico
–,Nebraska
"4,198,855",Idaho
–,West Virginia
−11.6%,Hawaii
USA,New Hampshire
1,Maine
1,Montana
52,Rhode Island
2,Delaware
2,South Dakota
38,North Dakota
3,Alaska
3,Vermont
28,Wyoming
4,Guam
4,U.S. Virgin Islands
26,American Samoa
5,California
5,Texas
17,Florida
6,New York
6,Pennsylvania
17,Illinois
7,Ohio
7,Georgia
15,North Carolina
8,Michigan
8,New Jersey
14,Virginia
9,Washington
9,Arizona
14,Tennessee
10,Massachusetts
10,Indiana
13,Missouri
11,Maryland
11,Wisconsin
12,Colorado
12,Minnesota
12,South Carolina
11,Alabama
13,Louisiana
13,Kentucky
10,Oregon
14,Oklahoma
14,Connecticut
9,Utah
15,Puerto Rico
16,Iowa
9,Nevada
16,Arkansas
15,Mississippi
9,Kansas
17,New Mexico
17,Nebraska
9,Idaho
18,West Virginia
19,Hawaii
8,New Hampshire
19,Maine
18,Montana
8,Rhode Island
20,Delaware
20,South Dakota
8,North Dakota
21,Alaska
21,Vermont
8,Wyoming
22,Guam
22,U.S. Virgin Islands
8,American Samoa
23,California
23,Texas
7,Florida
24,New York
24,Pennsylvania
7,Illinois
25,Ohio
25,Georgia
6,North Carolina
26,Michigan
26,New Jersey
6,Virginia
27,Washington
27,Arizona
6,Tennessee
28,Massachusetts
28,Indiana
5,Missouri
29,Maryland
29,Wisconsin
5,Colorado
30,Minnesota
31,South Carolina
4,Alabama
31,Louisiana
30,Kentucky
32,Oregon
32,Oklahoma
4,Connecticut
33,Utah
33,Puerto Rico
4,Iowa
34,Nevada
34,Arkansas
4,Mississippi
35,Kansas
35,New Mexico
4,Nebraska
36,Idaho
36,West Virginia
4,Hawaii
37,New Hampshire
37,Maine
3,Montana
38,Rhode Island
38,Delaware
3,South Dakota
39,North Dakota
39,Alaska
2,Vermont
40,Wyoming
40,Guam
2,U.S. Virgin Islands
41,American Samoa
41,California
2,Texas
42,Florida
42,New York
2,Pennsylvania
43,Illinois
43,Ohio
2,Georgia
44,North Carolina
45,Michigan
2,New Jersey
45,Virginia
44,Washington
2,Arizona
46,Tennessee
46,Massachusetts
1,Indiana
47,Missouri
47,Maryland
1,Wisconsin
48,Colorado
48,Minnesota
1,South Carolina
49,Alabama
49,Louisiana
1,Kentucky
50,Oregon
50,Oklahoma
51,Connecticut
51,Utah
1,Puerto Rico
52,Iowa
52,Nevada
1,Arkansas
53,Mississippi
53,Kansas
54,New Mexico
54,Nebraska
55,Idaho
55,West Virginia
56,Hawaii
56,New Hampshire
15,Maine
"7,029,917",Montana
14,Rhode Island
"6,547,629",Delaware
13,South Dakota
"6,349,097",North Dakota
21,Alaska
7.4%,Vermont
NEng,Wyoming
29,Guam
"3,605,944",U.S. Virgin Islands
29,American Samoa
"3,574,097",California
29,Texas
"3,405,565",Florida
47,New York
0.9%,Pennsylvania
NEng,Illinois
41,Ohio
"1,377,529",Georgia
42,North Carolina
"1,316,470",Michigan
41,New Jersey
"1,235,786",Virginia
30,Washington
4.6%,Arizona
NEng,Tennessee
42,Massachusetts
"1,362,359",Indiana
41,Missouri
"1,328,361",Maryland
40,Wisconsin
"1,274,923",Colorado
42,Minnesota
2.6%,South Carolina
NEng,Alabama
"1,097,379",Louisiana
43,Kentucky
"1,052,567",Oregon
43,Oklahoma
"1,048,319",Connecticut
31,Utah
4.3%,Puerto Rico
NEng,Iowa
49,Nevada
"643,077",Arkansas
49,Mississippi
"625,741",Kansas
49,New Mexico
"608,827",Nebraska
40,Idaho
2.8%,West Virginia
NEng,Hawaii
9,New Hampshire
"15,116,205",Maine
9,Montana
"14,444,865",Rhode Island
9,Delaware
"13,922,517",South Dakota
7,North Dakota
4.6%,Alaska
NEast,Vermont
4,Wyoming
"20,201,249",Guam
3,U.S. Virgin Islands
"19,378,102",American Samoa
3,California
"18,976,457",Texas
32,Florida
4.2%,New York
MAtl,Pennsylvania
5,Illinois
"13,002,700",Ohio
6,Georgia
"12,702,379",North Carolina
6,Michigan
"12,281,054",New Jersey
43,Virginia
2.4%,Washington
MAtl,Arizona
11,Tennessee
"9,288,994",Massachusetts
11,Indiana
"8,791,894",Missouri
9,Maryland
"8,414,350",Wisconsin
25,Colorado
5.7%,Minnesota
MAtl,South Carolina
4,Alabama
"42,492,943",Louisiana
4,Kentucky
"40,872,375",Oregon
4,Oklahoma
"39,671,861",Connecticut
8,Utah
4.0%,Puerto Rico
NEast,Iowa
4,Nevada
"57,609,148",Arkansas
4,Mississippi
"55,317,240",Kansas
4,New Mexico
"53,594,378",Nebraska
3,Idaho
4.1%,West Virginia
USA,Hawaii
3,New Hampshire
"21,538,187",Maine
4,Montana
"18,801,310",Rhode Island
4,Delaware
"15,982,378",South Dakota
8,North Dakota
14.6%,Alaska
SAtl,Vermont
8,Wyoming
"10,711,908",Guam
9,U.S. Virgin Islands
"9,687,653",American Samoa
10,California
"8,186,453",Texas
12,Florida
10.6%,New York
SAtl,Pennsylvania
9,Illinois
"10,439,388",Ohio
10,Georgia
"9,535,483",North Carolina
11,Michigan
"8,049,313",New Jersey
15,Virginia
9.5%,Washington
SAtl,Arizona
12,Tennessee
"8,631,393",Massachusetts
12,Indiana
"8,001,024",Missouri
12,Maryland
"7,078,515",Wisconsin
18,Colorado
7.9%,Minnesota
SAtl,South Carolina
18,Alabama
"6,177,224",Louisiana
19,Kentucky
"5,773,552",Oregon
19,Oklahoma
"5,296,486",Connecticut
22,Utah
7.0%,Puerto Rico
SAtl,Iowa
23,Nevada
"5,118,425",Arkansas
24,Mississippi
"4,625,364",Kansas
26,New Mexico
"4,012,012",Nebraska
10,Idaho
10.7%,West Virginia
SAtl,Hawaii
39,New Hampshire
"1,793,716",Maine
37,Montana
"1,852,994",Rhode Island
37,Delaware
"1,808,344",South Dakota
50,North Dakota
−3.2%,Alaska
SAtl,Vermont
45,Wyoming
"989,948",Guam
45,U.S. Virgin Islands
"897,934",American Samoa
45,California
"783,600",Texas
13,Florida
10.2%,New York
SAtl,Pennsylvania
–,Illinois
"689,545",Ohio
–,Georgia
"601,723",North Carolina
–,Michigan
"572,059",New Jersey
–,Virginia
14.6%,Washington
SAtl,Arizona
1,Tennessee
"66,089,734",Massachusetts
1,Indiana
"59,777,037",Missouri
1,Maryland
"51,769,160",Wisconsin
3,Colorado
10.6%,Minnesota
South,South Carolina
16,Alabama
"6,910,840",Louisiana
17,Kentucky
"6,346,105",Oregon
16,Oklahoma
"5,689,283",Connecticut
17,Utah
8.9%,Puerto Rico
ESC,Iowa
24,Nevada
"5,024,279",Arkansas
23,Mississippi
"4,779,736",Kansas
23,New Mexico
"4,447,100",Nebraska
27,Idaho
5.1%,West Virginia
ESC,Hawaii
26,New Hampshire
"4,505,836",Maine
26,Montana
"4,339,367",Rhode Island
25,Delaware
"4,041,769",South Dakota
33,North Dakota
3.8%,Alaska
ESC,Vermont
34,Wyoming
"2,961,279",Guam
31,U.S. Virgin Islands
"2,967,297",American Samoa
31,California
"2,844,658",Texas
49,Florida
−0.2%,New York
ESC,Pennsylvania
8,Illinois
"19,402,234",Ohio
8,Georgia
"18,432,505",North Carolina
8,Michigan
"17,022,810",New Jersey
6,Virginia
5.3%,Washington
South,Arizona
2,Tennessee
"29,145,505",Massachusetts
2,Indiana
"25,145,561",Missouri
2,Maryland
"20,851,820",Wisconsin
3,Colorado
15.9%,Minnesota
WSC,South Carolina
25,Alabama
"4,657,757",Louisiana
25,Kentucky
"4,533,372",Oregon
22,Oklahoma
"4,468,976",Connecticut
41,Utah
2.7%,Puerto Rico
WSC,Iowa
28,Nevada
"3,959,353",Arkansas
28,Mississippi
"3,751,351",Kansas
27,New Mexico
"3,450,654",Nebraska
26,Idaho
5.5%,West Virginia
WSC,Hawaii
33,New Hampshire
"3,011,524",Maine
32,Montana
"2,915,918",Rhode Island
33,Delaware
"2,673,400",South Dakota
35,North Dakota
3.3%,Alaska
WSC,Vermont
5,Wyoming
"40,774,139",Guam
5,U.S. Virgin Islands
"36,346,202",American Samoa
5,California
"31,444,850",Texas
2,Florida
12.2%,New York
South,Pennsylvania
1,Illinois
"126,266,107",Ohio
1,Georgia
"114,555,744",North Carolina
1,Michigan
"100,236,820",New Jersey
1,Virginia
10.2%,Washington
USA,Arizona
6,Tennessee
"12,812,508",Massachusetts
5,Indiana
"12,830,632",Missouri
5,Maryland
"12,419,293",Wisconsin
48,Colorado
−0.1%,Minnesota
ENC,South Carolina
7,Alabama
"11,799,448",Louisiana
7,Kentucky
"11,536,504",Oregon
7,Oklahoma
"11,353,140",Connecticut
45,Utah
2.3%,Puerto Rico
ENC,Iowa
10,Nevada
"10,077,331",Arkansas
8,Mississippi
"9,883,640",Kansas
8,New Mexico
"9,938,444",Nebraska
46,Idaho
2.0%,West Virginia
ENC,Hawaii
17,New Hampshire
"6,785,528",Maine
15,Montana
"6,483,802",Rhode Island
14,Delaware
"6,080,485",South Dakota
29,North Dakota
4.7%,Alaska
ENC,Vermont
20,Wyoming
"5,893,718",Guam
20,U.S. Virgin Islands
"5,686,986",American Samoa
18,California
"5,363,675",Texas
34,Florida
3.6%,New York
ENC,Pennsylvania
3,Illinois
"47,368,533",Ohio
3,Georgia
"46,421,564",North Carolina
2,Michigan
"45,155,037",New Jersey
9,Virginia
2.0%,Washington
MWest,Arizona
19,Tennessee
"6,154,913",Massachusetts
18,Indiana
"5,988,927",Missouri
17,Maryland
"5,595,211",Wisconsin
39,Colorado
2.8%,Minnesota
WNC,South Carolina
22,Alabama
"5,706,494",Louisiana
21,Kentucky
"5,303,925",Oregon
21,Oklahoma
"4,919,479",Connecticut
19,Utah
7.6%,Puerto Rico
WNC,Iowa
31,Nevada
"3,190,369",Arkansas
30,Mississippi
"3,046,355",Kansas
30,New Mexico
"2,926,324",Nebraska
28,Idaho
4.7%,West Virginia
WNC,Hawaii
35,New Hampshire
"2,937,880",Maine
33,Montana
"2,853,118",Rhode Island
32,Delaware
"2,688,418",South Dakota
37,North Dakota
3.0%,Alaska
WNC,Vermont
37,Wyoming
"1,961,504",Guam
38,U.S. Virgin Islands
"1,826,341",American Samoa
38,California
"1,711,263",Texas
20,Florida
7.4%,New York
WNC,Pennsylvania
46,Illinois
"886,667",Ohio
46,Georgia
"814,180",North Carolina
46,Michigan
"754,844",New Jersey
16,Virginia
8.9%,Washington
WNC,Arizona
47,Tennessee
"779,094",Massachusetts
48,Indiana
"672,591",Missouri
47,Maryland
"642,200",Wisconsin
4,Colorado
15.8%,Minnesota
WNC,South Carolina
7,Alabama
"21,616,921",Louisiana
7,Kentucky
"20,505,437",Oregon
6,Oklahoma
"19,237,739",Connecticut
5,Utah
5.4%,Puerto Rico
MWest,Iowa
3,Nevada
"68,985,454",Arkansas
3,Mississippi
"66,927,001",Kansas
2,New Mexico
"64,392,776",Nebraska
4,Idaho
3.1%,West Virginia
USA,Hawaii
14,New Hampshire
"7,151,502",Maine
16,Montana
"6,392,017",Rhode Island
20,Delaware
"5,130,632",South Dakota
9,North Dakota
11.9%,Alaska
Mtn,Vermont
21,Wyoming
"5,773,714",Guam
22,U.S. Virgin Islands
"5,029,196",American Samoa
24,California
"4,301,261",Texas
6,Florida
14.8%,New York
Mtn,Pennsylvania
30,Illinois
"3,271,616",Ohio
34,Georgia
"2,763,885",North Carolina
34,Michigan
"2,233,169",New Jersey
1,Virginia
18.4%,Washington
Mtn,Arizona
32,Tennessee
"3,104,614",Massachusetts
35,Indiana
"2,700,551",Missouri
35,Maryland
"1,998,257",Wisconsin
5,Colorado
15.0%,Minnesota
Mtn,South Carolina
36,Alabama
"2,117,522",Louisiana
36,Kentucky
"2,059,179",Oregon
36,Oklahoma
"1,819,046",Connecticut
38,Utah
2.8%,Puerto Rico
Mtn,Iowa
38,Nevada
"1,839,106",Arkansas
39,Mississippi
"1,567,582",Kansas
39,New Mexico
"1,293,953",Nebraska
2,Idaho
17.3%,West Virginia
Mtn,Hawaii
44,New Hampshire
"1,084,225",Maine
44,Montana
"989,415",Rhode Island
44,Delaware
"902,195",South Dakota
14,North Dakota
9.6%,Alaska
Mtn,Vermont
50,Wyoming
"576,851",Guam
50,U.S. Virgin Islands
"563,626",American Samoa
50,California
"493,782",Texas
44,Florida
2.3%,New York
Mtn,Pennsylvania
6,Illinois
"24,919,150",Ohio
6,Georgia
"22,065,451",North Carolina
7,Michigan
"18,172,295",New Jersey
1,Virginia
12.9%,Washington
West,Arizona
1,Tennessee
"39,538,223",Massachusetts
1,Indiana
"37,253,956",Missouri
1,Maryland
"33,871,648",Wisconsin
24,Colorado
6.1%,Minnesota
Pac,South Carolina
13,Alabama
"7,705,281",Louisiana
13,Kentucky
"6,724,540",Oregon
15,Oklahoma
"5,894,121",Connecticut
7,Utah
14.6%,Puerto Rico
Pac,Iowa
27,Nevada
"4,237,256",Arkansas
27,Mississippi
"3,831,074",Kansas
28,New Mexico
"3,421,399",Nebraska
11,Idaho
10.6%,West Virginia
Pac,Hawaii
40,New Hampshire
"1,455,271",Maine
40,Montana
"1,360,301",Rhode Island
42,Delaware
"1,211,537",South Dakota
23,North Dakota
7.0%,Alaska
Pac,Vermont
48,Wyoming
"733,391",Guam
47,U.S. Virgin Islands
"710,231",American Samoa
48,California
"626,932",Texas
36,Florida
3.3%,New York
Pac,Pennsylvania
2,Illinois
"53,669,422",Ohio
2,Georgia
"49,880,102",North Carolina
3,Michigan
"45,025,637",New Jersey
4,Virginia
7.6%,Washington
West,Arizona
2,Tennessee
"78,588,572",Massachusetts
2,Indiana
"71,945,553",Missouri
3,Maryland
"63,197,932",Wisconsin
2,Colorado
9.2%,Minnesota
USA,South Carolina
–,Alabama
"331,449,281",Louisiana
–,Kentucky
"308,745,538",Oregon
–,Oklahoma
"281,421,906",Connecticut
–,Utah
7.4%,Puerto Rico
NAmer,Iowa
1,Nevada
"3,285,874",Arkansas
1,Mississippi
"3,725,789",Kansas
1,New Mexico
"3,808,610",Nebraska
3,Idaho
−11.8%,West Virginia
I.A.,Hawaii
2,New Hampshire
"153,836",Maine
2,Montana
"159,358",Rhode Island
2,Delaware
"154,805",South Dakota
1,North Dakota
−3.5%,Alaska
I.A.,Vermont
3,Wyoming
"87,146",Guam
3,U.S. Virgin Islands
"106,405",American Samoa
3,California
"108,612",Texas
2,Florida
−18.1%,New York
I.A.,Pennsylvania
4,Illinois
"49,710",Ohio
4,Georgia
"55,519",North Carolina
5,Michigan
"57,291",New Jersey
4,Virginia
−7.7%,Washington
I.A.,Arizona
5,Tennessee
"47,329",Massachusetts
5,Indiana
"53,883",Missouri
4,Maryland
"69,221",Wisconsin
5,Colorado
−14.8%,Minnesota
I.A.,South Carolina
 ,Alabama
6,Louisiana
6,Kentucky
6,Oregon
316,Oklahoma
6,Connecticut
—,Utah
I.A.,Puerto Rico
–,Iowa
"3,623,895",Nevada
–,Arkansas
"4,100,954",Mississippi
–,Kansas
"4,198,855",New Mexico
–,Nebraska
−11.6%,Idaho
USA,West Virginia
1,Hawaii
1,New Hampshire
52,Maine
2,Montana
2,Rhode Island
38,Delaware
3,South Dakota
3,North Dakota
28,Alaska
4,Vermont
4,Wyoming
26,Guam
5,U.S. Virgin Islands
5,American Samoa
17,California
6,Texas
6,Florida
17,New York
7,Pennsylvania
7,Illinois
15,Ohio
8,Georgia
8,North Carolina
14,Michigan
9,New Jersey
9,Virginia
14,Washington
10,Arizona
10,Tennessee
13,Massachusetts
11,Indiana
11,Missouri
12,Maryland
12,Wisconsin
12,Colorado
11,Minnesota
13,South Carolina
13,Alabama
10,Louisiana
14,Kentucky
14,Oregon
9,Oklahoma
15,Connecticut
16,Utah
9,Puerto Rico
16,Iowa
15,Nevada
9,Arkansas
17,Mississippi
17,Kansas
9,New Mexico
18,Nebraska
19,Idaho
8,West Virginia
19,Hawaii
18,New Hampshire
8,Maine
20,Montana
20,Rhode Island
8,Delaware
21,South Dakota
21,North Dakota
8,Alaska
22,Vermont
22,Wyoming
8,Guam
23,U.S. Virgin Islands
23,American Samoa
7,California
24,Texas
24,Florida
7,New York
25,Pennsylvania
25,Illinois
6,Ohio
26,Georgia
26,North Carolina
6,Michigan
27,New Jersey
27,Virginia
6,Washington
28,Arizona
28,Tennessee
5,Massachusetts
29,Indiana
29,Missouri
5,Maryland
30,Wisconsin
31,Colorado
4,Minnesota
31,South Carolina
30,Alabama
32,Louisiana
32,Kentucky
4,Oregon
33,Oklahoma
33,Connecticut
4,Utah
34,Puerto Rico
34,Iowa
4,Nevada
35,Arkansas
35,Mississippi
4,Kansas
36,New Mexico
36,Nebraska
4,Idaho
37,West Virginia
37,Hawaii
3,New Hampshire
38,Maine
38,Montana
3,Rhode Island
39,Delaware
39,South Dakota
2,North Dakota
40,Alaska
40,Vermont
2,Wyoming
41,Guam
41,U.S. Virgin Islands
2,American Samoa
42,California
42,Texas
2,Florida
43,New York
43,Pennsylvania
2,Illinois
44,Ohio
45,Georgia
2,North Carolina
45,Michigan
44,New Jersey
2,Virginia
46,Washington
46,Arizona
1,Tennessee
47,Massachusetts
47,Indiana
1,Missouri
48,Maryland
48,Wisconsin
1,Colorado
49,Minnesota
49,South Carolina
1,Alabama
50,Louisiana
50,Kentucky
51,Oregon
51,Oklahoma
1,Connecticut
52,Utah
52,Puerto Rico
1,Iowa
53,Nevada
53,Arkansas
54,Mississippi
54,Kansas
55,New Mexico
55,Nebraska
56,Idaho
56,West Virginia
15,Hawaii
"7,029,917",New Hampshire
14,Maine
"6,547,629",Montana
13,Rhode Island
"6,349,097",Delaware
21,South Dakota
7.4%,North Dakota
NEng,Alaska
29,Vermont
"3,605,944",Wyoming
29,Guam
"3,574,097",U.S. Virgin Islands
29,American Samoa
"3,405,565",California
47,Texas
0.9%,Florida
NEng,New York
41,Pennsylvania
"1,377,529",Illinois
42,Ohio
"1,316,470",Georgia
41,North Carolina
"1,235,786",Michigan
30,New Jersey
4.6%,Virginia
NEng,Washington
42,Arizona
"1,362,359",Tennessee
41,Massachusetts
"1,328,361",Indiana
40,Missouri
"1,274,923",Maryland
42,Wisconsin
2.6%,Colorado
NEng,Minnesota
"1,097,379",South Carolina
43,Alabama
"1,052,567",Louisiana
43,Kentucky
"1,048,319",Oregon
31,Oklahoma
4.3%,Connecticut
NEng,Utah
49,Puerto Rico
"643,077",Iowa
49,Nevada
"625,741",Arkansas
49,Mississippi
"608,827",Kansas
40,New Mexico
2.8%,Nebraska
NEng,Idaho
9,West Virginia
"15,116,205",Hawaii
9,New Hampshire
"14,444,865",Maine
9,Montana
"13,922,517",Rhode Island
7,Delaware
4.6%,South Dakota
NEast,North Dakota
4,Alaska
"20,201,249",Vermont
3,Wyoming
"19,378,102",Guam
3,U.S. Virgin Islands
"18,976,457",American Samoa
32,California
4.2%,Texas
MAtl,Florida
5,New York
"13,002,700",Pennsylvania
6,Illinois
"12,702,379",Ohio
6,Georgia
"12,281,054",North Carolina
43,Michigan
2.4%,New Jersey
MAtl,Virginia
11,Washington
"9,288,994",Arizona
11,Tennessee
"8,791,894",Massachusetts
9,Indiana
"8,414,350",Missouri
25,Maryland
5.7%,Wisconsin
MAtl,Colorado
4,Minnesota
"42,492,943",South Carolina
4,Alabama
"40,872,375",Louisiana
4,Kentucky
"39,671,861",Oregon
8,Oklahoma
4.0%,Connecticut
NEast,Utah
4,Puerto Rico
"57,609,148",Iowa
4,Nevada
"55,317,240",Arkansas
4,Mississippi
"53,594,378",Kansas
3,New Mexico
4.1%,Nebraska
USA,Idaho
3,West Virginia
"21,538,187",Hawaii
4,New Hampshire
"18,801,310",Maine
4,Montana
"15,982,378",Rhode Island
8,Delaware
14.6%,South Dakota
SAtl,North Dakota
8,Alaska
"10,711,908",Vermont
9,Wyoming
"9,687,653",Guam
10,U.S. Virgin Islands
"8,186,453",American Samoa
12,California
10.6%,Texas
SAtl,Florida
9,New York
"10,439,388",Pennsylvania
10,Illinois
"9,535,483",Ohio
11,Georgia
"8,049,313",North Carolina
15,Michigan
9.5%,New Jersey
SAtl,Virginia
12,Washington
"8,631,393",Arizona
12,Tennessee
"8,001,024",Massachusetts
12,Indiana
"7,078,515",Missouri
18,Maryland
7.9%,Wisconsin
SAtl,Colorado
18,Minnesota
"6,177,224",South Carolina
19,Alabama
"5,773,552",Louisiana
19,Kentucky
"5,296,486",Oregon
22,Oklahoma
7.0%,Connecticut
SAtl,Utah
23,Puerto Rico
"5,118,425",Iowa
24,Nevada
"4,625,364",Arkansas
26,Mississippi
"4,012,012",Kansas
10,New Mexico
10.7%,Nebraska
SAtl,Idaho
39,West Virginia
"1,793,716",Hawaii
37,New Hampshire
"1,852,994",Maine
37,Montana
"1,808,344",Rhode Island
50,Delaware
−3.2%,South Dakota
SAtl,North Dakota
45,Alaska
"989,948",Vermont
45,Wyoming
"897,934",Guam
45,U.S. Virgin Islands
"783,600",American Samoa
13,California
10.2%,Texas
SAtl,Florida
–,New York
"689,545",Pennsylvania
–,Illinois
"601,723",Ohio
–,Georgia
"572,059",North Carolina
–,Michigan
14.6%,New Jersey
SAtl,Virginia
1,Washington
"66,089,734",Arizona
1,Tennessee
"59,777,037",Massachusetts
1,Indiana
"51,769,160",Missouri
3,Maryland
10.6%,Wisconsin
South,Colorado
16,Minnesota
"6,910,840",South Carolina
17,Alabama
"6,346,105",Louisiana
16,Kentucky
"5,689,283",Oregon
17,Oklahoma
8.9%,Connecticut
ESC,Utah
24,Puerto Rico
"5,024,279",Iowa
23,Nevada
"4,779,736",Arkansas
23,Mississippi
"4,447,100",Kansas
27,New Mexico
5.1%,Nebraska
ESC,Idaho
26,West Virginia
"4,505,836",Hawaii
26,New Hampshire
"4,339,367",Maine
25,Montana
"4,041,769",Rhode Island
33,Delaware
3.8%,South Dakota
ESC,North Dakota
34,Alaska
"2,961,279",Vermont
31,Wyoming
"2,967,297",Guam
31,U.S. Virgin Islands
"2,844,658",American Samoa
49,California
−0.2%,Texas
ESC,Florida
8,New York
"19,402,234",Pennsylvania
8,Illinois
"18,432,505",Ohio
8,Georgia
"17,022,810",North Carolina
6,Michigan
5.3%,New Jersey
South,Virginia
2,Washington
"29,145,505",Arizona
2,Tennessee
"25,145,561",Massachusetts
2,Indiana
"20,851,820",Missouri
3,Maryland
15.9%,Wisconsin
WSC,Colorado
25,Minnesota
"4,657,757",South Carolina
25,Alabama
"4,533,372",Louisiana
22,Kentucky
